,ERR9954784,SRR10754133,SRR2973693,SRR4436359,GSM697598,GSM896836
NEDD4L,0.249467533,1.268481158,1.559064097,1.995643823,9.537861094,1.222731374
NEDD8,5.791491057,5.290219582,4.524492257,5.448799763,12.93144071,4.30849322
NEDD9,1.097016226,4.260767766,1.303342158,4.402817582,6.77704304,1.437113592
NEFL,1.668187063,1.382961932,0.125406729,0.08891739,5.899206992,0.342659644
NEIL1,1.348207355,1.698031459,1.391937301,0.981562068,7.737446584,0.157213848
NEIL2,2.882441032,1.527194756,2.62190853,2.850689668,1.066238634,2.40670863
NEK1,0.17802532,0.331769057,1.755530974,1.466363446,8.738422849,1.371681075
NEK11,0.849037479,1.126396499,1.710094215,1.869635883,10.74010045,0.73219058
NEK2,1.25484503,3.50087735,0.604302462,3.175065251,9.338899397,2.64938706
NEK3,0.587094667,1.347585242,2.020465919,2.420447806,5.051560448,0.245547723
NEK4,2.81573164,2.770257267,2.230810466,2.607223547,9.023311243,0.155084585
NEK6,2.421104235,2.785645689,3.60154716,4.299244104,7.886666144,2.265306574
NEK7,2.564917291,3.99166824,6.9136778,4.114883018,7.595324355,0.686283464
NEK8,1.778802102,2.358539975,1.744975567,1.308035107,5.895293396,0.095628359
NEK9,2.077155991,3.454647117,2.90120953,2.618300787,3.607682665,0.162170455
NELFA,1.184456006,2.15229052,1.575874614,2.972235076,6.244475222,1.326350614
NELFB,2.384983867,3.751865292,3.67386343,5.548589588,8.327684231,2.329395245
NELFCD,0,0,0,0,9.353486079,4.317333087
NELFE,4.105228342,4.150124463,4.006492764,6.142497402,13.39167382,3.114746807
NEMF,1.128381191,2.14245055,2.764695862,2.019119718,12.52356502,1.599651956
NEMP1,2.127586999,3.033341237,2.82546474,2.630140416,7.977903495,3.006608973
NENF,8.090532829,7.464685894,5.62662958,6.391105653,13.55105217,5.649350807
NEO1,1.963608301,4.699373662,3.513706405,1.823550208,5.838801228,3.939012227
NEPRO,1.991041356,3.910072562,2.41357397,3.117717639,11.31603358,0.460006693
NES,0.470222196,1.411095763,3.651590955,0.210943854,6.071697276,0.199844563
NET1,2.518707116,6.237454774,3.535381132,7.939673388,12.49854974,2.385012351
NETO2,4.397216568,5.267699438,0.519519692,3.544852522,11.82122337,5.50366879
NEU1,4.497218404,4.406364937,3.437504287,4.457046034,11.23717268,2.606811028
NEURL1,0,0.324723436,0.424537159,0.16317893,2.527812374,0.087462841
NEURL2,0,0.518086499,0.909523826,0.644932597,4.213377946,0.308578492
NEURL4,1.704972606,1.9510714,1.64002658,2.180080347,5.067106056,1.450198265
NEUROG3,0,0,0,0,15.45850619,-0.228336821
NEXN,1.143477268,1.091317808,3.890772738,0.746367691,8.408370513,1.703842947
NF1,0.502945386,1.706890578,2.518597546,2.221179802,3.222128999,0.47544904
NF2,2.017050024,1.321880093,4.259422099,4.612640334,12.38052454,0.078921913
NFASC,0,0.103616415,2.592075244,1.114870993,1.937296028,-0.209187538
NFAT5,1.003803109,3.071851274,3.480938796,2.205855091,11.85137822,-0.163453717
NFATC1,0.773824401,0.607873811,0.597377426,0.798156812,6.518896186,0.011411353
NFATC2,0.175638288,0.624434522,0.09054734,0.094930516,3.593679198,-0.45070691
NFATC2IP,2.245595859,3.032678354,3.137763542,3.906083527,6.882553609,0.201447197
NFATC4,0,0.129437367,4.403668986,3.372807214,8.932170628,-0.307369268
NFE2,2.211568512,1.082131607,0.98859224,0.756157052,5.967326741,0.135056738
NFE2L1,3.577819295,5.591139298,6.588202056,6.338327554,16.93735358,3.575638716
NFE2L3,1.456859396,2.942431279,4.048742788,3.963092556,9.950465569,-0.273465958
NFIA,0.051166219,0.325616596,0.528609827,0.92748046,5.24965037,0.756048504
NFIB,0.224165444,1.254475654,4.2339114,2.786028918,8.00979565,4.415143592
NFIC,0.989188199,1.884970346,3.276322777,1.722477167,9.330717605,0.2378562
NFIL3,1.359544733,3.817922304,3.916814506,4.357659672,8.823863656,2.836659479
NFIX,0,1.833558105,5.240171739,2.375732659,7.058034956,2.719538911
NFKB1,1.06674443,3.108876397,2.326684808,3.920094831,11.65512999,4.961856011
NFKB2,3.872061236,4.56370313,3.156244381,4.494061456,7.184256317,0.129247763
NFKBIA,4.663192305,7.065292693,5.372618917,7.454544164,14.03913816,6.047985236
NFKBIB,3.846609075,4.235250574,3.081892789,3.09951485,7.087141504,2.378839209
NFKBID,2.329205693,0.993177405,1.359749576,1.516085877,5.740857297,0.453667807
NFKBIE,1.622061428,2.793324784,2.327790524,4.286238476,9.606877117,2.008477925
NFKBIL1,0,2.058042162,2.45761331,3.975014079,4.967283236,0.213551967
NFKBIZ,1.184159381,4.107378822,4.815587866,5.036897586,10.09962829,0.457234239
NFRKB,0.8849309,1.564882401,2.057616124,3.203828317,1.160058595,0.567989383
NFS1,2.298175841,3.672008715,1.853570241,2.924363848,11.66774467,1.150224423
NFU1,4.018621283,3.787707322,3.304074953,4.946775278,10.74074095,4.746779578
NFX1,1.406695049,2.634309615,3.230664145,3.229146915,7.539929935,1.714994174
NFXL1,0,1.196807312,1.439265897,2.477745773,1.726207661,2.88906365
NFYA,1.143655303,1.775448532,1.432972529,2.81783636,6.430908707,-0.061795871
NFYB,2.2395527,3.678177593,2.628932297,2.218968315,11.16738251,0.449040035
NFYC,1.65492087,2.07627992,1.722375521,2.943063276,9.404235156,2.874900518
NGDN,1.549886662,3.186656973,1.971069221,2.766616657,12.86446754,0.989847227
NGEF,1.509322608,1.962435181,2.419650598,0.216237132,7.516467517,2.228987464
NGF,0.334576267,0,3.128992679,0.314718709,3.175301066,0.575970495
NGFR,1.198660908,0.594542293,0.518067436,1.860423993,5.561251671,-0.021515318
NGLY1,1.455794539,1.761217015,1.91137088,2.182486497,10.98890805,3.980239951
NHEJ1,0.14108361,0.382250381,0.693140327,0.541766532,3.866761079,-0.37038767
NHERF1,2.7995448,4.050939002,2.021312447,4.986717714,10.18673683,3.634778995
NHERF2,1.905319393,4.704711954,3.40829874,2.996627927,9.982182086,0.108157623
NHLH2,0,0,0,1.015322697,1.990762844,0.08571775
NHLRC2,0.131700041,1.10605953,2.136006111,2.188935935,2.465916695,2.295909887
NHLRC3,1.225916755,2.308657872,3.706994065,2.483381393,6.779325962,1.408378119
NHLRC4,0,0.171139193,0.596587349,0.473398542,5.467502533,0.584962501
NHP2,7.186171309,6.410415378,3.559209224,5.948402903,13.3016798,5.315208633
NHS,0.206652504,1.03013971,1.315975336,0.914940762,5.454309676,-0.163554773
NHSL3,2.350073816,3.721447699,1.945976807,4.362160217,10.53227307,3.556943127
NIBAN1,0.174764532,0.651165658,4.360669789,3.710133257,4.740443726,1.554249107
NIBAN2,2.717273828,5.055183692,7.776344947,7.585683862,14.57500871,-0.251715626
NICN1,0,0,0,0,8.118096593,3.695258809
NID1,0.63581429,2.434713697,4.248737362,1.10635567,1.287835226,-0.210838174
NID2,0.229648525,0.886930231,4.504479357,0.125186647,3.908245244,1.153307537
NIF3L1,2.547025092,3.763767034,3.01642618,4.631350602,8.92936816,5.158698423
NIFK,2.434427477,4.264038208,2.618963945,4.051705307,12.52889395,5.102321099
NIM1K,0,0.663166306,0.880018053,0.142499363,3.999992426,-0.604071339
NIN,0.391705485,1.422391548,1.898552144,1.627593175,4.861539897,0.009968894
NINJ1,3.599658999,4.362170745,4.775179514,4.520726655,10.03162661,4.970686235
NINL,0.255884013,1.813609877,1.258047699,0.93359335,7.540217892,2.017492241
NIP7,2.523218819,3.98709557,2.04617682,4.155109666,10.39010757,5.07566684
NIPA1,2.195838636,4.070721354,2.067825481,3.303692386,4.298420699,3.739395678
NIPA2,3.773708632,4.791329497,3.481369265,3.845866481,7.725502587,0.925046278
NIPAL2,1.103083157,2.295268264,2.980623712,2.643817118,6.546510295,-0.110575251
NIPAL3,1.244909377,1.2489475,3.71676449,3.806888491,8.048386558,1.81366887
NIPBL,0.677911348,2.783081686,2.655780101,2.524003493,9.733040843,-0.095893669
NIPSNAP1,4.824305673,4.860636217,3.30397464,5.912111892,8.905396748,4.871256942
NIPSNAP2,3.225366409,3.867304256,2.363830269,4.518411132,9.546691345,4.374353241
NIPSNAP3A,3.452610964,4.164512802,3.792647445,4.76445398,9.000090647,0.168163871
NIPSNAP3B,0,0.189877876,0.362885415,0.180742189,4.54514537,-0.141146504
NISCH,1.344209304,2.051772604,3.00509596,3.68221227,9.535755131,2.692018838
NIT1,1.271264607,3.434392961,2.268899333,4.294040756,8.90071662,0.918653986
NIT2,3.562355932,3.72753371,2.292101872,3.400959529,11.04385494,4.72280764
NKAIN1,0.403937445,0.778732533,0.570449402,0.202746458,3.284252834,-0.08721572
NKAIN4,1.409309407,2.93027527,0,0.068100024,2.626395837,0.300252258
NKAP,1.397838393,1.880660959,1.281912674,1.395323343,10.16239398,2.022911052
NKAPD1,1.924486637,3.144678521,2.315897285,3.390658723,8.964823072,1.468034441
NKAPL,0,0,0.977320164,0.680614725,2.431830705,-0.356826413
NKD2,0,0.446380379,0.167197311,0.030694148,6.551749736,2.217979172
NKG7,0,0.653755381,0,0,10.18739405,-0.153409878
NKIRAS1,1.30472615,1.756075711,1.913603722,1.48033866,5.593040273,3.687728676
NKIRAS2,3.028222593,3.229430459,2.340651017,3.712134366,9.886772912,-0.063237198
NKRF,1.271413104,2.789794643,1.318174112,2.228560112,10.12668405,3.466246658
NKTR,0.319505918,2.285058634,2.720668245,1.901091273,10.24421587,3.578422389
NKX2-3,0,0.171757368,0,0,4.765252224,-0.151651664
NKX2-5,1.630029272,2.393325681,0.12082493,0,10.27756374,1.144032008
NKX3-1,1.567313826,2.880110152,2.739003291,2.622389562,10.40036836,3.141076324
NKX6-3,0,0.141536138,0.274498526,0.034850532,4.962124824,-0.065908831
NLE1,1.977833137,2.403613729,1.100097072,2.955932792,9.500734485,1.049474658
NLGN2,1.931532605,3.941160971,3.457158795,1.703239884,7.716173475,2.262342047
NLK,1.232439613,2.074011423,2.450012567,2.926857014,7.659958837,2.261352686
NLN,1.517651049,2.679351466,1.343327211,2.532446789,1.99378605,2.739928442
NLRC3,0.972502484,0.706154339,0.341943587,0.224663454,3.818776398,-0.450265977
NLRC5,0.333225534,3.453289319,4.319418984,3.726778496,3.395233826,0.036703908
NLRP1,0,0,1.678592539,3.115516052,5.479099197,-0.461806156
NLRP2,2.191699163,2.277117644,0.19117916,1.493218901,7.942241775,3.339693542
NMB,5.740990259,5.421056211,3.456559352,3.18391089,13.48379229,3.125028301
NMD3,2.374645142,2.528857923,3.353706505,4.450212963,8.30562722,4.019750947
NME3,4.383049774,4.716622402,4.122782142,4.029173375,12.00198013,4.048032638
NME4,8.350852304,6.854766115,3.123124315,5.450575323,12.00506135,6.209089644
NME5,0.53508998,0.913801171,1.630800068,0.65685608,7.645724662,-0.418204765
NME6,0.373622309,1.49496953,1.813215857,2.921080923,7.992791319,0.880200665
NME7,0.95459585,1.765834422,1.89610678,2.33055616,9.054675117,2.992427016
NMI,0.979428067,4.46741103,4.100240455,4.730239249,9.194351704,4.007051943
NMNAT1,1.113361123,0.363247546,2.332294521,2.933977973,7.344586452,0.727920455
NMNAT3,0.11453549,0.112810371,0.220775965,0.139187761,1.346116506,-0.070121093
NMRAL1,2.151625553,2.693588108,2.497288009,4.164959807,10.8087454,4.039640617
NMRK1,0.873936148,1.951835316,1.899576114,3.594753853,10.57829981,0.537797307
NMT1,2.587474537,3.756484575,3.98098055,5.459453052,10.59094599,1.698003992
NMT2,2.267069858,1.83612254,2.101160124,2.499586219,7.509217129,2.759238566
NMU,0,0.857792057,0.450999115,1.959796296,10.96553106,0.15081622
NMUR2,0,0,0,0,6.71261199,-0.586149375
NNAT,0,2.991355927,1.986073637,1.988541753,4.989387063,-0.298809257
NNMT,1.96073144,5.359857584,5.862954491,1.664889059,12.16223271,4.385029926
NNT,0.342307831,1.705969333,2.763591965,2.954686926,0.781745109,0.085854164
NOA1,2.132760908,3.046175405,2.642230539,4.198696403,10.97327446,3.838816766
NOB1,3.41968876,4.083828638,2.440405876,4.589061876,9.79960894,3.041034765
NOC2L,3.063181154,3.343258729,2.514715779,5.067372516,10.89137382,1.280852175
NOC3L,1.661193048,2.293667516,2.817971709,3.455946889,4.968489656,4.615677892
NOC4L,1.044126563,2.373494066,1.72366784,3.847156466,9.033441813,0.64594334
NOCT,2.614603367,2.25798507,2.474595423,4.67546089,6.665796533,1.988086655
NOD1,0.21075425,1.627703325,1.91863431,2.362015494,4.893352834,0.550274212
NOD2,0,0.35288688,1.21077663,1.664102578,7.184614773,-0.546332193
NOL10,1.108807401,1.341748267,1.052105107,1.648071494,4.73986984,0.386883548
NOL11,3.458799565,3.978013586,2.556929677,3.777535069,11.12223549,5.362520842
NOL12,1.482526953,0.527641053,0.764063274,1.322678354,7.749108248,2.561763018
NOL3,1.950979442,3.215386227,2.252341344,3.380113261,9.313604602,1.786652996
NOL4L,1.731508784,2.405139255,0.734223704,1.89867293,3.934558629,-0.309328137
NOL6,2.40469882,3.062630759,3.435606026,3.835711759,7.511912195,0.41263896
NOL7,2.58293962,3.279497574,3.824585211,4.628392225,7.719815739,6.398827815
NOL8,0.736216137,2.657307013,2.172753491,2.087142775,10.75788831,3.423056811
NOL9,1.218985399,1.397144397,2.658730117,3.090568427,7.190494284,0.662964982
NOLC1,3.937457096,6.186156982,3.208954077,5.218402411,10.02623406,4.197389315
NOM1,2.57423451,2.406559532,2.136741111,2.233955567,2.942415071,-0.229798612
NONO,4.350870007,5.508769914,4.513562254,5.914575135,10.55332751,2.45022769
NOP10,7.809030696,7.361797476,5.550336886,7.423663913,14.21246491,6.846803434
NOP14,3.77182877,4.632841835,3.336085962,4.456466992,6.678321519,2.862990756
NOP2,0.29733857,0.420010517,0.544038366,0.95248127,8.469910866,1.073966603
NOP53,6.647661932,6.490600729,2.522145232,4.552775115,14.14434142,6.648223248
NOP56,6.638150245,6.364259934,3.617827143,5.137748558,12.29587569,6.10434913
NOP58,4.1729675,4.270768126,2.775463082,3.788096031,14.93232795,4.878776977
NOP9,0.615770834,1.873369151,3.578987851,3.905371314,4.58623178,1.188090069
NOPCHAP1,0.837942008,0.504043211,0.660508024,0.931505016,10.05500354,3.113833496
NOS1AP,0,0.04769414,0.032494392,0.056394699,3.640522329,-0.401392397
NOS3,0.23984989,0,0,0.030146146,8.224426474,-0.189935802
NOSIP,2.5925963,3.201023044,2.544805988,4.170546511,10.61795426,5.440614068
NOSTRIN,0.494485355,1.237659399,0.308747864,0.252063333,6.134561537,0.675399996
NOTCH1,0.424843817,2.291991874,1.570577453,4.700179349,4.318134728,2.623464237
NOTCH2,0.656819848,2.847200247,5.45085243,4.353528269,10.59349576,0.324263406
NOTCH2NLA,0,0.03675299,0.523227103,0.315934237,8.824776577,0.273347764
NOTCH3,1.555035541,3.946980603,1.763862863,2.216424847,6.351507655,3.131631461
NOTCH4,0.411579369,0.112690699,0.243097439,0.604374466,7.588654272,-0.127257588
NOXA1,0.713076389,1.071247829,0.616445113,0.334820087,5.586566431,1.091180133
NOXO1,0.581947315,0,0,0,7.987237491,-0.182771083
NPAS1,1.628124337,1.287387048,0.763402377,0.286541674,5.094090675,1.412365536
NPAS2,2.031571343,3.200297858,1.472061152,1.294122167,7.359943064,2.440905781
NPAT,0.650624803,1.305928686,2.588125441,2.143330002,6.663590027,0.736965536
NPB,0,0,0,0,5.780096607,-0.195036059
NPC1,0.826796583,2.390488977,3.26713201,4.495068828,6.666498138,4.747662968
NPC1L1,0,2.295549412,0.048190614,0.050559277,8.918796942,-0.119503587
NPC2,6.161382146,6.2418415,6.496885965,7.161638692,14.99122081,7.554062786
NPDC1,5.158104813,5.493847841,3.667644363,2.983024311,11.8435088,1.663963786
NPEPPS,1.528785337,2.76364788,2.917756822,3.36025484,11.95931039,1.279710754
NPFF,0,1.750198292,1.048302715,0.356572016,9.940442623,0.301536376
NPFFR1,0,0,0,0.048028741,6.732253799,-0.044987463
NPFFR2,0,0,0.894598409,0.10456734,1.594072752,-0.093737169
NPHP1,0.219529778,0.777813671,0.506184306,0.574614624,7.366331619,-0.058025607
NPHP3,0.457873993,0.545557776,0.779361779,0.744929835,8.267080431,1.363404637
NPHP4,0.21778104,0.486436638,0.561263371,1.215419117,0.5484608,0.79188799
NPHS2,0,0,0.131546599,0,3.257940647,0.135056738
NPL,0.719733345,0.277686701,0.323919945,0.921167104,2.747693609,0.007607785
NPLOC4,2.867303197,3.79360575,3.783557341,5.041159279,8.005159471,3.5308341
NPM1,7.472276588,7.838987682,5.749071662,6.998634221,14.04779818,-0.073001914
NPM2,0.604061527,1.105448065,0.230747192,0.763937135,6.643409503,-0.427748459
NPM3,6.885192455,5.854559531,3.170751597,6.512715871,10.68801642,5.239368252
NPNT,0,0.758025305,0.554261609,2.184404957,5.965301127,-0.268740541
NPPB,0,0.803823302,0.325031804,0.122266887,8.954556704,-0.054812882
NPR1,0,0.616440858,0.843836372,0.071186196,2.915042474,0.648909366
NPR2,2.159464544,3.756494817,2.279551705,1.777730372,10.80224968,1.271708809
NPR3,0.718085584,2.402057019,1.173112892,0.762582395,6.827896487,1.216277851
NPRL2,1.529276436,2.798561878,2.051741171,3.202182179,12.10051807,3.937773935
NPRL3,1.809026905,2.085895364,1.951445429,1.784868669,10.550452,0.213796264
NPTN,4.78689024,6.232284879,5.704882036,5.989958073,9.028957897,0.008767619
NPTX1,2.020141464,3.357660243,3.598310309,0.062950406,8.332016262,-0.300306767
NPY4R,0,2.329225438,0.121679844,0,6.7694836,0.136496433
NPY5R,0.402036343,0,0.342536295,0,1.066595397,-0.190227523
NQO1,9.971099677,10.79970542,6.890016568,7.24604838,7.747321609,4.437504356
NQO2,3.69365105,4.416057268,2.723479692,3.734653936,8.724522701,3.326508298
NR0B1,2.672908734,5.027919875,2.140036783,0.087836375,3.605191509,3.894551895
NR1D2,1.768637331,3.748518366,4.181113474,3.289412547,8.209445308,1.470605374
NR1H2,2.326823708,3.377259671,3.186850081,4.543657124,7.875043598,3.114472974
NR1H3,2.458218234,1.988920453,1.493187461,2.220287713,10.65142005,2.007691172
NR1I3,0.731840844,0.492116282,0.150816616,0.429887886,4.583457157,-0.296168556
NR2C1,0.998035158,2.572699129,1.816614216,2.392201134,8.174862284,1.001204555
NR2C2,0.347351172,0.532666226,0.885547252,1.156297134,7.521366862,1.373514027
NR2C2AP,2.199676903,3.090374326,2.261796558,3.241988586,9.74900659,2.713522351
NR2E3,0,0.573625609,0.220886395,0.054647833,1.515234923,-0.236180134
NR2F1,1.153175372,3.595113865,2.224803512,0.156162206,13.02613708,0.747839538
NR2F2,1.656921239,3.836827803,3.318815719,2.125950596,11.35874957,1.657124481
NR2F6,3.713843302,4.193829724,2.532143099,4.685977838,9.704165994,3.761259526
NR3C1,1.522846635,4.538917983,5.065092877,4.385734521,11.39624829,0.038319643
NR3C2,0,0.056521664,1.346792432,0.284494854,2.78141639,0.059395438
NR4A1,1.467078447,4.441964445,0.551850502,0.19651028,10.59163635,-0.026626522
NR4A2,1.952474639,5.837630252,2.647494188,0.766099625,10.1376914,1.530604436
NR4A3,1.01391999,1.418125773,2.011432804,0.056124885,10.51223116,-0.05722909
NR5A2,0.512630795,2.46327302,0,0.081490272,3.39266809,-0.00393408
NR6A1,0.202335992,0.768892283,0.202458674,0.854828455,2.045193833,-0.156412607
NRAS,3.481165126,5.143880348,3.970980003,5.5888677,8.039579283,3.702506839
NRBP1,2.685975071,4.316386652,4.789535478,6.137707596,8.065301623,1.872742491
NRBP2,2.296756277,3.438906281,2.925864266,2.665160623,8.056761708,3.423466032
NRCAM,2.370134536,4.864749278,2.659172011,3.287268559,4.991551046,4.568389738
NRDC,3.28156174,5.021808847,4.268120608,5.01471047,10.36323645,5.053782989
NRDE2,0.849434084,0.875601041,0.975918123,1.571874299,6.34514693,2.337034936
NRF1,0.832938655,2.38678843,1.760811845,2.875652498,0.706121888,0.077841074
NRG1,1.462252079,3.041326335,0.070645349,1.656165767,9.998753585,-0.148653674
NRG2,0.552186958,1.140705784,1.331408192,0.131283721,2.974734051,0.420763168
NRG4,0.513375466,0.921416776,0.146545642,0.522639373,3.012067563,0.881355532
NRGN,3.537596653,1.454723973,0.198482207,0.784685027,8.422560693,1.139012777
NRIP1,0.171525969,3.815540177,3.414721904,4.967897055,10.21130243,4.558118458
NRIP2,0.465937795,0.129364041,0.918446898,0.462879931,2.221692453,0.302177831
NRIP3,0,1.091082516,1.706336176,2.335189862,5.525048675,1.141524542
NRL,0,0.158253772,0.436768559,0.286884031,4.488452918,-0.232977211
NRM,3.782203272,4.857706519,2.576445977,3.160861487,9.610706193,1.353843245
NRP1,1.774287959,5.893532775,5.482006863,3.988655082,5.144915295,2.389196274
NRP2,1.729413487,5.545576448,2.828342885,2.912551734,4.006155476,1.255782647
NRSN2,4.884028316,5.198968653,4.185971532,2.71638282,4.710975803,3.76254219
NRTN,0,0.229914308,0,0,6.590447557,-0.04580369
NRXN2,0.205675891,0.575494834,0.313555007,0.025579334,6.356705899,-0.30771073
NSA2,4.91579607,4.944520475,3.075083183,3.875739701,13.16748755,6.273282971
NSD1,0.797698809,2.553195113,2.465487242,3.199841493,7.212091476,0.58063272
NSD2,3.102680362,3.483134516,2.155328173,3.642541831,8.749525084,0.053626778
NSD3,1.088050313,2.951587613,2.882117738,2.675586664,9.167802088,0.623305087
NSDHL,2.545226618,3.138023862,2.789881254,5.776175243,5.497368575,4.269618935
NSF,0.422362269,2.980241799,2.649681471,2.566495666,11.89523612,0.136352539
NSFL1C,3.25874124,3.512101841,3.443904662,4.797610035,8.321058927,4.101446111
NSL1,1.552857868,1.723982562,1.342148502,1.878829912,7.901300762,-0.019775419
NSMAF,2.893935868,3.055939711,3.332819791,3.345450415,8.706936049,4.752542019
NSMCE1,3.345716936,3.375064603,2.720129332,4.715050112,9.118844409,3.753246171
NSMCE2,2.197411053,2.261583676,2.910696176,4.07452275,11.23180058,2.702385378
NSMCE3,1.076953509,4.428504779,2.03872892,3.239675049,7.256588217,1.491009238
NSMCE4A,3.244545275,3.900449667,2.584737945,3.494219068,8.76110381,6.148030307
NSMF,4.024857671,3.903485434,2.462994436,3.523303927,7.150653638,2.55270276
NSRP1,0.532482982,3.315176555,3.013078754,1.965509123,8.767173092,2.768764674
NSUN2,3.344409594,4.981347259,3.326685402,4.195398933,12.57396305,5.985492279
NSUN3,0,1.350327262,1.398331581,1.337384664,4.542240202,1.767022925
NSUN4,1.156365669,1.208216301,1.519742884,3.196924311,6.792683125,3.13892306
NSUN5,1.825192022,2.225685266,1.988918684,3.75978537,9.64773743,1.515725891
NSUN6,0.94808834,1.875016765,1.710672644,2.675467206,3.604705304,1.387790543
NSUN7,0,0.237567959,0.203690974,0.801616988,2.885020149,0.078202567
NT5C,4.590495593,3.706433969,2.561089893,4.496150885,9.108578964,5.785954586
NT5C2,2.139068088,3.705748544,2.907022873,4.000160121,5.419892754,5.282986828
NT5C3A,2.873005131,7.061411214,5.321189026,5.49620395,12.00067311,4.638869902
NT5C3B,6.512609407,5.538029995,2.430991871,4.339144831,9.819943337,4.384423836
NT5DC1,1.386759663,1.663419362,1.968503156,2.69509975,8.759050879,1.115628942
NT5DC2,5.191478727,4.63015109,1.924475562,4.812552665,11.63963398,2.732569214
NT5DC3,0.316082558,0.538122264,1.978655418,3.681630792,4.083811257,-0.119503587
NT5E,2.97505733,5.638133475,7.636111883,7.924267304,7.081223241,3.221968774
NT5M,2.919233054,2.950633818,0.71248492,0.712494824,5.916779652,0.971240995
NTAN1,4.11839583,2.846239796,3.101465808,4.719044045,12.31397526,-0.365933796
NTAQ1,2.586327292,1.382239884,1.529782747,2.386933423,10.21645069,3.534456471
NTF4,0,0,0,1.918182952,5.027074809,0.025091038
NTHL1,2.752519831,3.908240101,1.61422361,3.279449866,9.543758418,3.477367775
NTMT1,2.948617819,3.128682034,1.500078321,3.740574881,9.764889885,0.575600896
NTN1,0.223080826,0.219840789,2.79499634,0.326297556,3.67968811,-0.252302933
NTN3,0,0,0.408241856,0.363102865,7.610267369,-0.156932924
NTN4,2.679581749,5.136270409,5.523660817,3.7466589,9.726613462,2.117187822
NTNG1,0,0,1.19876568,0.215466853,2.874525647,-0.32656206
NTNG2,0.278445409,2.316586482,1.710293001,0.184843695,3.814299645,-0.12553083
NTPCR,2.016090476,1.918661496,1.708497888,2.132535382,9.911508839,5.135574269
NTRK2,0,0.034048659,3.652151444,0.029658917,2.515526254,-0.202706872
NTRK3,1.264462912,2.560833902,0.189449986,0,4.875939498,0.796594814
NUAK1,1.394926522,5.61188538,1.361998671,3.307451138,12.00640526,5.049282255
NUAK2,4.176548897,6.076449966,1.883899196,4.271893882,9.352884865,2.568049329
NUB1,1.853003438,4.038229196,5.057839464,4.912432675,1.884132934,-0.31477205
NUBP1,2.101748463,2.129537526,2.039632633,2.716591361,9.404615578,2.875870671
NUBP2,2.682833456,2.988621651,1.664424738,3.329171725,10.17561646,1.805998357
NUBPL,1.504551942,1.958581549,1.19938659,2.319919691,4.567818115,3.579349008
NUCB1,4.367517135,5.455531772,5.124378825,4.9438102,7.540959115,6.771214295
NUCB2,2.334064299,4.368814645,4.219314763,2.249279821,9.416510811,3.899224364
NUCKS1,5.551834532,5.761698455,5.850598319,5.831808946,9.929282619,2.497901942
NUDC,4.195862381,5.182511841,3.895574271,5.529967937,10.88503661,6.119066343
NUDCD1,0.38551026,2.425490508,2.730439312,3.411113619,5.021605054,1.471461247
NUDCD2,4.019897366,3.316194788,1.702369116,2.801383103,12.81666306,3.703924133
NUDCD3,1.613648667,2.202369913,3.022391663,4.638828186,7.456875984,2.203455211
NUDT1,5.513365975,4.910009559,2.353552589,4.057195041,12.46161464,1.371928823
NUDT11,1.233657247,1.413092794,2.002004045,3.633874774,1.878210281,1.30229116
NUDT12,0,0.690440969,2.233298059,3.101856971,1.816438935,0.407901442
NUDT14,4.513206197,4.251651193,2.061686581,3.753221638,10.58148167,4.661746921
NUDT15,4.813673902,4.688806705,2.465562477,4.561785006,3.112958675,2.84942017
NUDT16,0.687476841,1.44763406,2.9814218,1.968310379,8.288750042,0.888209258
NUDT16L1,2.968370792,2.782340189,2.386448617,3.51675311,9.924943873,2.431259365
NUDT18,0,1.703796843,1.868674902,3.425749493,4.728434324,3.259371476
NUDT19,2.984444203,3.4865739,2.229579233,3.819354219,6.440633975,2.301054951
NUDT2,3.80702866,3.024096141,3.824972979,5.80214705,10.75652701,2.274521715
NUDT21,2.262705568,4.296647642,2.698412919,2.864520664,12.33935201,0.539664494
NUDT22,1.957146153,3.206266453,1.787467583,3.346451555,10.83306189,2.133254964
NUDT3,0.282991145,0.14621303,0.261572234,0.258310477,8.228947443,3.114655702
NUDT4,0.615621625,1.580512531,2.649013619,2.663861968,8.628369705,0.149656152
NUDT5,4.526230115,4.87765115,2.781282511,4.401404024,12.0395957,0.029302888
NUDT6,0,0.263678456,1.616246314,0.677489051,4.044716704,0.829824159
NUDT7,0.726750699,0.717783134,1.39962672,1.338645658,5.337455462,-0.113501108
NUDT9,2.883884917,4.675091421,2.794393616,3.118548836,8.148286989,0.178033633
NUF2,1.18669716,3.794658598,0.664806528,2.381093248,9.496869215,0.277186394
NUFIP1,1.510733852,3.188526142,1.403329032,2.267437392,7.667815085,0.749687345
NUFIP2,2.276900259,4.332641444,4.371894947,4.073591576,10.77362649,3.024513487
NUMA1,0.884061673,2.44794948,3.05475811,3.412698618,6.557986999,1.062221645
NUMB,1.699336001,2.518242781,2.974414451,3.592886317,7.64097863,3.355303414
NUMBL,0.796512717,2.479962337,2.190294503,2.01552179,6.246537101,0.398931163
NUP107,1.444159217,2.792715211,2.032473704,3.172120539,10.05069746,4.888662894
NUP133,1.466800796,2.832084344,2.91290808,4.213890359,8.748310675,3.852570656
NUP153,2.279655596,5.061300533,3.555323805,4.30091287,11.22794832,3.361404973
