,ERR9954784,SRR10754133,SRR2973693,SRR4436359,GSM697598,GSM896836
SFT2D3,0,0,0,0,7.469038205,0.88521472
SFTA2,0,0,0,0.209984863,11.4229223,0.413850647
SFTPC,0.742424844,0,0.078771803,0.028062483,7.522016853,-0.24792745
SFTPD,0.590958962,0.087177778,0.373512384,0.356969537,1.763682243,0.470890825
SFXN1,3.187506591,3.212332178,2.619348269,4.564165264,9.828424231,3.536707312
SFXN2,0.180816029,0.513147871,0.776184327,1.058930662,2.826220412,0.470319865
SFXN3,2.64711479,3.007260203,4.344428275,4.676323297,7.001691761,0.736016075
SFXN4,4.154235335,4.199222527,2.45531467,3.842084654,7.907801176,4.687856012
SFXN5,0.37086141,1.344176657,1.699884655,1.744084442,4.521477574,1.994651151
SGCA,1.929463697,0.682462228,1.400388965,0.293331037,7.592440352,0.106689085
SGCB,3.734188815,4.045021008,4.969825474,3.875669122,7.839437175,1.092709936
SGCE,1.125573766,2.646274704,2.496949316,1.345826995,9.414027958,5.811121104
SGF29,0,1.518184314,1.231242507,3.450905623,5.552000414,1.28326244
SGK1,2.113973416,3.67941902,3.735636123,3.563001767,12.91832042,0.20406106
SGK3,0.646616322,1.312878201,0.617696295,0.682722654,7.982440396,0.501264286
SGMS1,0.415791569,2.815924048,2.498662178,3.105051883,8.889757864,0.967201003
SGMS2,0.882069117,2.015304996,3.943683337,3.079827399,5.910569104,0.650421947
SGO1,1.282959346,1.4292776,0.697358665,1.531533122,7.342598124,3.003201846
SGO2,0.8848265,0.999959998,1.051709024,1.504988198,7.246761624,0.392156252
SGPL1,2.588765243,4.470300832,1.897791188,3.945433781,8.88933709,2.036703873
SGPP1,3.537497845,3.668071541,3.683919241,4.188342809,7.366999185,1.301857139
SGPP2,0.281288383,0.926464276,0.442580126,0.758004665,4.822814878,-0.200892176
SGSH,0.852189439,1.255260322,3.187662496,1.083169546,6.937280934,3.101722343
SGSM2,1.21254207,3.178098671,2.356066643,2.69298844,2.963909754,5.290625297
SGSM3,0.535839586,0.288501934,0.336335329,0.669695946,8.222247581,0.450777137
SGTA,3.318197085,3.721840732,2.058961088,3.763392347,12.24825458,2.242254784
SGTB,1.208634322,1.70427395,2.56943473,2.525123587,3.837326823,-0.137088103
SH2B1,1.633169519,2.149278415,2.380343384,2.416336979,7.392056503,2.050707857
SH2B2,0.53229775,1.772240148,0.200178194,0.992627099,8.440870141,-0.006341505
SH2B3,0.645154541,1.579675371,4.001436444,3.638647218,6.040542681,2.501522966
SH2D1B,0,0,0.253417978,0,2.272778577,-0.368344176
SH2D2A,0.51544909,0.397294848,0.280788947,2.212495585,8.64712404,0.342035714
SH2D3A,1.447219257,1.244441187,0.468830461,4.53523453,6.438292959,0.538342083
SH2D4A,0.840224023,3.295252802,2.522319548,2.656570368,4.685538662,2.430085744
SH2D5,0.309265898,2.338995668,1.891924897,2.983305144,9.523342326,0.166261613
SH3BGR,0,0,0,0.061077465,6.081947235,0.128628802
SH3BGRL,7.077134286,6.794736443,6.014328846,5.685773654,11.88650488,-0.280198951
SH3BGRL2,0.764818507,1.248788172,0.860932893,1.648830453,8.531017013,0.829333263
SH3BGRL3,8.149136017,6.601869641,7.258818233,8.894160384,13.09715293,3.565452899
SH3BP1,0.52481386,1.297243006,0.525099742,2.447913478,7.257186896,0.189477828
SH3BP2,0.107119565,0.361215719,2.8852973,2.395235214,3.874312088,-0.306390741
SH3BP4,1.494117601,3.442788928,2.885300488,4.285270427,6.735898914,4.748457798
SH3BP5,0.550695293,0.599034775,2.102460754,0.638012773,5.858887937,-0.068610502
SH3BP5L,0.459244162,2.624178585,2.357753064,3.939395673,7.137558285,1.364019452
SH3D19,2.109993572,2.009664997,3.93889256,3.71691598,6.779851077,3.014167266
SH3D21,0,0.571764185,1.038938059,1.863118486,13.144495,0.803734577
SH3GL1,2.167780092,2.688062652,3.876864686,5.242496637,8.677404645,1.596778226
SH3GL3,0,0.109022143,0.074777135,0.0784175,7.697095206,0.207399753
SH3GLB1,1.739191381,4.773803067,5.036678952,5.193764723,11.48216323,4.120624577
SH3GLB2,1.810894167,2.895956452,3.635378608,3.293407788,6.286976591,4.723616388
SH3KBP1,3.425511528,4.007591543,2.030524079,3.328144932,12.74305915,-0.11364236
SH3PXD2A,0,1.8344572,4.278241751,4.966517862,3.517435831,1.861250236
SH3PXD2B,0.333706679,1.738798317,4.416560861,4.379686231,2.629209072,1.08037353
SH3RF1,0.835249626,2.064894558,3.074115045,4.055860413,9.015283629,1.910892539
SH3RF2,0.375857911,0.242565069,1.012567428,3.73518738,3.914473678,0.708690756
SH3TC1,0.13906632,1.347053111,0.325553299,4.528552029,6.022306486,0.551893764
SH3TC2,0,0.009958476,0.154014356,0.698395209,2.913440849,-0.127376081
SH3YL1,0.973540135,1.332107759,1.355534136,2.435641626,8.100097428,0.962743787
SHANK2,0.295260753,0.653379725,0.52162449,1.211467725,4.318722665,-0.088319225
SHARPIN,4.521760113,4.481730983,3.133977832,4.750621897,8.827625728,2.027420904
SHC1,5.537892949,5.950909284,5.848340716,7.924427982,6.276969463,0.643683203
SHC3,0,0.145097986,2.969008175,0.162484618,9.32170054,0.192249473
SHC4,0.219373888,0.822011566,0.630203351,0.797553242,5.828649936,0.141524477
SHCBP1,2.045097499,2.84776576,1.665823448,2.8369749,7.909338948,1.853838943
SHD,0.585293846,0,0,0,8.982420115,-0.280220886
SHF,0,0.147516724,2.726432988,1.834520601,4.724800641,-0.019891157
SHFL,1.894641877,4.354725392,5.306533542,4.714678541,6.1709139,0.792362129
SHH,1.283738486,2.07995654,0,0.034113528,6.954871612,0.771663179
SHISA2,0,0.270194464,2.089859406,0.885068287,7.209874015,-0.373458329
SHISA4,4.245129076,3.623805105,4.53528851,2.182330568,12.5025118,0.514177719
SHISA5,5.124268665,5.528377191,5.592841228,6.575317399,12.80205302,4.803734836
SHKBP1,5.321704698,5.234138668,2.789101554,5.013157598,7.915687176,2.353378909
SHLD1,1.30618511,2.171109403,0.653660045,1.744149644,2.511062962,1.599390879
SHMT1,2.269936042,2.699153387,1.068081844,3.491522845,5.916111702,1.834303726
SHMT2,3.434512743,5.494843541,3.023210264,6.089390563,11.61267798,5.839549137
SHOC2,0.359109959,1.225817705,2.499453921,2.132976986,7.28282077,2.560902737
SHOX,0,0,0,0.009844841,2.426306537,-0.167685009
SHOX2,1.746245897,2.819327894,4.318902957,0.053095264,9.845561515,-0.087254176
SHPK,0.647441538,0.639249985,0.812025522,1.778212407,8.733496343,3.991571458
SHPRH,0.084913071,0.3600318,1.296262102,1.305748948,2.266148128,0.22363081
SHQ1,0.940762778,1.945309852,1.887165973,2.575226241,4.803105905,2.781819939
SHROOM1,1.018846854,1.137271664,0.858390441,1.034482837,5.167934729,0.018078067
SHROOM2,0,0.401879702,0,2.520903821,2.014076758,0.736965536
SHROOM3,0.107783835,1.062182343,0.68530301,2.484384456,8.440262504,3.399755711
SHROOM4,0,0,0.791203129,1.445628653,3.410221581,-0.167909674
SHTN1,2.087440944,3.674968245,1.059366243,2.606847756,2.929023656,4.736520562
SIAE,1.643624415,3.276747197,2.559234768,1.877353128,2.253175771,-0.135922519
SIAH1,0.715093967,1.275587484,1.086452531,2.440577359,9.767847751,0.057162177
SIAH2,0,4.787129859,3.382236983,5.577924078,9.736530266,1.483108564
SIDT2,0.670976146,1.533240828,3.172962598,2.178122945,7.522255245,1.950722105
SIGIRR,3.553318841,3.806101097,2.683582974,2.299418406,10.44399084,-0.093953324
SIGLEC11,0.420168066,0.115296185,0.079134159,0.0829806,7.887550682,-0.173785982
SIGLEC15,0,0,0.500776273,0.125356606,6.671652465,-0.149018122
SIGLEC6,0,0.086366977,0,0,3.669448488,-0.231376578
SIGMAR1,5.011592083,5.267949966,3.728935654,4.924774923,10.00035739,2.393018898
SIK1,0,4.184024948,0.048709042,2.888703423,11.19801011,4.140314122
SIK2,0.287206177,1.953429633,2.746850359,2.225698288,1.991819303,0.107423675
SIK3,0.576455119,2.58013188,1.755136689,2.02222522,9.77692982,2.503058513
SIKE1,0.628554905,2.905809181,2.771452843,3.418073918,5.370650453,-0.360199022
SIL1,1.777207559,3.041804299,4.022365028,4.479172143,8.918809832,0.368082621
SIM1,0,0.11824506,0,0.009710448,4.405769464,-0.268611278
SIM2,1.262202396,2.151141472,0.033264999,0.156133261,5.261292613,0.037800408
SIMC1,0.661134058,1.491616213,1.069545613,1.173467103,6.236824218,0.226000277
SIN3A,1.461421821,3.516042274,2.284514613,2.797482603,8.430206283,4.264278194
SIN3B,2.062479867,2.778979864,2.216552698,3.435863579,9.708094446,0.767487597
SIPA1,0.942900492,1.852136846,2.206342849,3.355283475,6.415841964,0.820427234
SIPA1L1,0.682566849,1.896223641,3.459862106,3.833208054,9.695650668,0.894179597
SIPA1L2,0.322936875,1.558120852,2.277758615,1.142830782,6.089897621,3.591735539
SIPA1L3,1.465528332,2.54093757,1.438795268,2.553203943,5.992143665,0.959086846
SIRPA,4.355918174,5.327057601,3.070178816,4.455775278,5.924286315,1.673220125
SIRPB1,0,0.174215574,0.283876724,0.032571897,5.059376725,-0.056456992
SIRT1,2.178125994,4.02925931,2.419843921,2.021325345,10.00804855,4.183352481
SIRT2,2.58803642,2.94876245,2.451099034,3.996694906,9.570943401,0.925734686
SIRT3,2.03242155,2.144968084,1.520365894,2.172160953,7.834209509,-0.044119753
SIRT5,0.735368431,1.372555271,0.828737496,2.528006651,5.020727953,0.526196648
SIRT6,1.899794707,3.297884399,1.79620508,3.250836127,9.175811443,0.287995849
SIRT7,1.631620483,3.440332834,1.698575759,2.989447391,11.08793003,1.725530724
SIVA1,5.194334913,4.30424919,2.357172543,3.979779448,13.42971969,4.905957804
SIX1,0.479708354,2.287723877,3.535008069,3.276820359,10.15733774,0.458856315
SIX3,0,0.25653694,0,0,3.279181668,0.021978259
SIX4,1.369781123,3.098218015,1.895886459,2.375551912,11.22216779,2.273509325
SIX5,0.677134527,2.272705034,0.806684941,1.034836173,6.018971409,3.221629652
SKA1,1.686818454,1.67116039,1.310689795,3.018621024,5.999801468,2.057564297
SKA2,5.517093732,5.171098627,3.824799718,4.464202447,10.25002736,3.039111716
SKA3,2.303342178,2.52479247,0.967022286,2.583016127,9.811250991,2.143674224
SKAP1,0,0.262475758,0.182981435,0.161340987,9.658548749,-0.039406367
SKAP2,2.43354991,3.781740494,1.9647101,2.984543646,8.468732284,2.862915254
SKI,0.715178286,2.688825101,2.932640494,2.703874826,8.357745673,1.164289422
SKIC2,1.808958149,2.75821836,3.426751404,4.46385838,6.299072033,2.801807516
SKIC3,0.963027414,2.333394225,3.096586572,2.969071265,6.336089667,3.780496514
SKIC8,3.131011811,3.685093264,2.61523833,3.246970957,10.58932894,5.636290718
SKIL,2.768565874,4.51016503,2.178271446,4.421766053,9.557818376,0.043653826
SKP1,2.771810062,1.734919818,1.884116833,1.713018256,13.74249282,-0.210135044
SKP2,0.637470455,1.012812338,1.006452457,2.328123325,3.452062585,1.963636466
SLA,0,0,0.099831602,0,4.209068077,-0.300721291
SLAIN1,0.312843126,0,0.35917892,0.079347565,3.042791222,0.041147293
SLAMF1,0,0,0,0,4.065224615,-0.495268162
SLAMF7,0,0.218922837,0.052440354,0.302424196,4.997623415,0.26052747
SLAMF9,0,0.549461017,0,5.462757415,9.494635735,-0.143765464
SLBP,4.033303519,4.960035206,4.251153608,5.49203157,12.61688724,4.14915171
SLC10A3,2.644202938,3.618052228,3.667225579,3.921881127,10.52409616,3.164906927
SLC10A7,0.11882939,0.251137981,0.766885203,0.998037003,2.161102205,0.095128548
SLC11A1,0.168185522,0.34918831,0.058304829,0.474814789,3.590814484,-0.371937827
SLC11A2,1.805393907,2.868019278,3.667475192,2.850484205,7.650329177,3.789962692
SLC12A2,0.380834512,4.271477886,3.420469527,1.703608809,7.681392264,3.554654454
SLC12A3,0.230919036,0.173956643,0.120149604,0.071298584,7.013665385,-0.229263628
SLC12A4,0.595513647,1.590738829,3.547891706,3.805602315,3.289345859,1.57543965
SLC12A6,2.022415506,3.196096263,3.053810261,2.298976725,1.637138779,0.067867701
SLC12A7,2.248560365,4.428488934,2.505447424,2.635686225,10.9287074,0.723137028
SLC12A8,0.468928553,0.306019469,0.971462203,1.843772521,5.863471873,0.579150502
SLC12A9,0.567619031,1.549800432,2.033979221,2.175518481,8.771969562,3.313360218
SLC13A2,0.414166982,0.218670959,0.077868521,0.081655167,6.281629319,-0.223711258
SLC13A3,0,0.061565963,1.471348238,1.210001721,3.433738832,-0.260744496
SLC13A4,0,0.41046894,0.814230223,0.357320177,2.466027487,-0.169331887
SLC13A5,0,0.083837622,0,1.605849321,1.031671934,-0.00079116
SLC14A2,0,0,0.154877737,0.056119074,6.705757462,0.395327397
SLC15A3,0.207109593,1.679586087,3.948905933,3.186022959,3.820528904,0.525761204
SLC15A4,0.667714606,2.456773397,3.349642833,3.46807395,8.487772995,4.031773837
SLC16A1,1.953546987,4.704875558,4.329921205,6.965934655,9.889684145,-0.26208554
SLC16A11,1.516407714,0.543902083,0.208099726,0.251060071,6.837996908,-0.085536201
SLC16A14,0.724665517,0.146720415,0.240464108,0.720288743,9.375481317,0.175894468
SLC16A3,0.301347766,2.550648778,3.71860016,6.042568713,8.807013385,4.399605888
SLC16A4,5.677470901,6.188245787,5.210181573,5.057391287,4.864568833,2.184228681
SLC16A5,2.161168631,2.93844866,1.961940296,2.071375855,10.85660904,1.141338428
SLC16A6,2.233503725,1.529805604,2.206935538,0.318478323,6.258621908,-0.073834058
SLC16A7,0.108738482,0.230674085,1.804751812,0.179537092,2.348394789,-0.308467227
SLC16A9,1.016058516,0.811292649,0.596005128,2.067923187,9.709570281,0.211504059
SLC17A4,0,0.227301687,0,0.01933526,7.45736661,-0.294701132
SLC17A5,1.521308153,2.688617161,4.473326767,3.197040561,5.104214963,-0.145514407
SLC17A7,0.237708308,0.806804364,0.04246564,0.015005836,10.87107267,0.243925551
SLC17A9,0.836526287,1.174306029,2.016760712,0.15660933,5.402060452,-0.029566069
SLC18B1,1.529055399,4.138741771,4.612594883,3.729425572,11.53697307,2.434189288
SLC19A1,0.131565596,0.601151921,0.327438767,0.781553261,4.974600551,1.928869044
SLC19A2,0.987875189,3.118099493,1.589187061,2.627588007,10.73566797,0.482825675
SLC1A1,0.344759521,1.447384106,3.487915871,1.433895587,3.102653351,0.295104325
SLC1A3,0.071126315,0.169107896,1.067411218,0.887197893,3.637272079,-0.261137413
SLC1A4,0.388577579,3.301826444,3.435677697,3.749498068,2.845226799,0.868416531
SLC1A5,5.066820673,6.828596286,4.283216896,5.453201411,5.609257345,4.364902464
SLC1A7,0,0.068696633,0.64327425,0,4.268672123,0.28864347
SLC20A1,2.405018349,4.351602569,5.477218735,5.503583395,9.868317773,5.310174099
SLC20A2,1.586822648,2.376164885,3.100153039,4.940202132,8.693013748,2.03997709
SLC22A1,1.267711715,0.759475417,0.630248022,0.07694769,5.417666658,0.185200228
SLC22A14,0.370920993,0.365790437,0.197468273,0.329642677,6.401086792,-0.230191098
SLC22A15,0,0.137570807,1.601305827,3.062997934,3.082930931,0.543235333
SLC22A17,0.810386004,2.254358039,3.122556312,1.139144611,7.188082665,-0.470003229
SLC22A18,2.61514172,3.638732206,1.222707543,1.413546971,7.608577255,0.285169528
SLC22A18AS,3.16351265,2.263784223,0.475555907,0.348597908,13.46955493,2.899383704
SLC22A23,0.163732311,1.376870128,1.850247919,2.040813404,9.578397161,2.335155359
SLC22A3,3.537868419,5.46002243,0.528634033,2.214169073,3.854882055,0.840311898
SLC22A4,0.838740903,1.734840333,2.247245396,1.629555732,6.654445189,1.552703546
SLC22A5,1.29767154,2.184484543,0.715521696,1.223277469,8.851771073,3.067222058
SLC22A7,0,0,0.071364961,0.122665571,6.713775653,-0.449185569
SLC23A2,2.744485747,5.322108855,3.186842325,1.971003582,5.017228375,-0.167963058
SLC23A3,0.92120831,0.197384589,0.430580873,0.252512833,5.132749603,-0.279260647
SLC24A1,0.437518615,0.970114227,2.113831041,1.199078126,2.756311472,1.217978986
SLC24A3,0,0,0.496251721,0.022851956,2.537948279,-0.015906417
SLC25A1,4.52369647,4.526932948,4.530191926,6.583198569,10.23938534,3.674595107
SLC25A10,2.095684224,1.384883818,0.628605043,1.529763722,7.764075546,3.193720026
SLC25A11,4.757443852,3.777490835,3.067815962,5.215754053,8.864038696,2.358631722
SLC25A12,1.154315516,2.360895476,3.265330268,2.883297616,7.179227435,1.762600633
SLC25A13,2.063719294,3.79483901,2.51748186,4.550356076,6.416809187,4.409986358
SLC25A15,2.614795604,1.400352457,1.547578443,2.711444915,7.081712935,2.926732337
SLC25A16,1.950197291,1.16471496,2.178173196,2.081482947,7.088340385,0.970837719
SLC25A17,3.04630838,3.990058511,2.15491917,3.499960685,11.24846505,1.510295595
SLC25A19,1.388200098,0.967400995,0.938993211,1.621619079,7.262590971,2.5827197
SLC25A2,0,0,0.171764473,0.235129718,6.512538479,-0.211753971
SLC25A20,3.407121907,3.11265574,3.433369058,3.188393228,7.455376034,1.446794148
SLC25A21,0.293379197,0.28921635,1.037770008,0.585162927,4.411544667,0.164289422
SLC25A22,1.737504306,3.473955712,2.671977067,2.812157027,9.710126515,2.807015849
SLC25A23,4.127912645,3.973696088,3.096030915,2.643174615,10.50885469,4.118804228
SLC25A24,3.216229686,3.177270579,2.653801484,4.521760354,10.12008702,0.030878823
SLC25A25,2.684969466,4.032868335,2.435026014,2.451464102,10.3004732,0.31441335
SLC25A26,1.471002951,0.757441774,0.639936155,1.272984787,8.48101999,0.87258001
SLC25A27,0.407686324,0.487284853,1.875234607,0.425581108,2.017884091,0.59442281
SLC25A28,0.703160213,4.403938572,4.96436112,5.202358428,10.59631233,4.290786949
SLC25A29,0.898722833,1.230956666,1.796927408,1.511023284,5.402394468,1.262593936
SLC25A3,6.220288305,7.016047487,4.965631626,6.880069444,14.96114558,2.009557721
SLC25A30,1.682811551,1.997070482,2.780781461,2.904686392,3.209291503,0.164289422
SLC25A32,0,0,0.315923694,0.290164344,9.481221599,0.172032617
SLC25A33,3.597183402,2.310772848,1.311061073,1.612385842,12.16056712,-0.234837517
SLC25A35,1.237080232,1.487251561,0.493060682,0.636509979,3.431326153,0.910261407
SLC25A36,1.23194526,3.720193732,2.613998722,2.545757537,10.88100911,1.429204801
SLC25A37,2.758911808,3.319038695,2.865367744,4.510099215,6.970283601,2.8125432
SLC25A38,3.415701025,4.486733659,3.398274313,4.281106404,10.35138703,2.016905964
SLC25A39,7.58313114,6.410697534,3.369604615,5.952591932,12.45544738,6.033592371
SLC25A4,2.32392037,2.004647422,2.130399252,2.911307944,9.741288148,3.493003533
SLC25A40,0.882847709,1.520694047,1.732286648,1.896075985,5.075669777,1.584870323
SLC25A41,0,1.379000673,0.283314034,0.382708724,9.25403148,-0.32410487
SLC25A42,0.298547381,0.079397055,1.078563169,1.014303668,2.968944167,0.116223907
SLC25A43,4.419830709,4.038749171,3.087302066,3.817778481,7.435854256,1.331373053
SLC25A44,1.74565249,2.971083578,2.263735916,2.3022954,10.99983966,4.467748476
SLC25A45,0.863467326,0.488810745,1.214753763,0.213422251,4.049555706,0.474348567
SLC25A46,1.558618895,3.721784027,3.290284351,3.255271298,9.601437089,4.101768307
SLC25A47,0.662670521,3.798291885,1.69435635,0.385469299,7.670197945,-0.282143196
SLC25A5,7.993617737,8.264895287,4.698568546,8.541958252,13.60100476,7.738521761
SLC25A51,3.473173958,2.633816784,2.396689932,3.193386062,5.046291029,1.390139296
SLC26A1,0.321790629,0.797348866,1.170063783,0.765648073,14.16693186,-0.17030554
SLC26A11,1.209611741,2.624988356,2.567065007,0.467949404,9.898447119,-0.258338594
SLC26A2,0.960495175,1.543031568,2.258931872,2.037216099,6.749687171,1.686009109
SLC26A6,1.423984416,2.385456242,2.837514436,3.442899986,6.369377721,0.328914251
SLC26A7,0,0.464368866,0.156230561,0.124419884,2.988258074,-0.224220093
SLC26A9,0,0.189941099,0.088924627,0.263360669,2.9509148,-0.101037371
SLC27A1,0.725776091,0.998200448,1.755734013,1.704545326,7.847850487,0.987687951
SLC27A2,0.822475208,3.80254856,0.173966757,0.556779708,3.376428015,4.913151847
SLC27A3,0.258353823,1.72966489,2.601589015,2.474080833,9.372701284,1.081121229
SLC27A4,1.870960737,2.226185926,2.621233251,4.148582503,5.129008202,-0.349074272
SLC27A5,2.890715372,2.237923747,0.699747255,1.490709016,10.1481706,2.042667343
SLC28A1,0.951310357,0.756388676,0.272151915,0.101198226,5.977875696,-0.110024639
SLC28A3,0,0,0.606254952,0.475077248,2.873484669,-0.093953324
